web-scraper-order,web-scraper-start-url,nama,caption,ulasan,ulasan_preprocessed,label,sentiment,score;;;;;;
"1680415691-100,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Jesslyn W,Amazing God,""Sudah lama ingin ke tempat ini, selalu ada saja halangan, pas di bulan May ini ad libur Long Weekend, langsung buat plan ke tempat ini, sungguh sangat luar biasa Ciptaan Tuhan, perjalan panjang yg di tempuh dgn Bus memakan waktu 18 jam dari Jakarta, tetapi terbayarkan dengan pemandangan di sana, sunrise yang sunggu luar biasa, walaupun untuk mendaki kesana perjuangan banget karena banyak sekali orang yang ingin kesana jadi harus bergantian dan antri untuk naik bukit sikunir sampai atas pun sudah penuh orang padahal kami naik kesana sudah berangkat dari jam 3 subuh. Pas matahari terbit sungguh sangat kagum dan merinding sungguh luar biasa hasil karya Tuhan memberikan Indonesia yang kaya akan tempat-tempat indah.. Amazing God"","", halangan , pa may ad libur long weekend , langsung plan , sungguh ciptaan tuhan , perjalan yg tempuh dgn bu memakan 18 jam jakarta , terbayarkan pemandangan , sunris sunggu , mendaki kesana perjuangan banget orang kesana bergantian antri bukit sikunir penuh orang kesana berangkat jam 3 subuh . pa matahari terbit sungguh kagum merind sungguh hasil karya tuhan indonesia kaya tempat-tempat indah .. amaz god"",positive,""[{'label': 'positive', 'score': 0.991905927658081}]"",0.991905927658081";;;;;;
"1680415691-101,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Novita21,Sejuk dan Tenang,""Daerah Dieng merupakan daerah dataran tinggi yang dikelilingi beberapa gunung. Udara di sini sangat sejuk dan segar.";;;;;;
"Suasana desa yang nyaman dan menenangkan. Sangat baik untuk menghilangkan penat sejenak dari berbagai macam rutinitas."",daerah dieng daerah dataran dikelilingi gunung . udara sejuk segar . suasana desa nyaman menenangkan . menghilangkan penat rutinita .,positive,""[{'label': 'positive', 'score': 0.7877559065818787}]"",0.7877559065818787";;;;;;
"1680415691-102,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,michabreh,Dingin dan ngangenin,""kalau mau membuat kenangan indah, bs dikatakan di sini lah tempatnya.. eits..jangan lupa siapkan baju hangat dan mulai penjelajahan di pagi hari.. kamu akan merasakan sensasi khas dieng yang meskipun dingin, menentramkan."",""kenangan indah , bs tempatnya .. eit .. lupa siapkan baju hangat penjelajahan pagi .. merasakan sensasi kha dieng dingin , menentramkan ."",negative,""[{'label': 'negative', 'score': 0.7065266370773315}]"",0.7065266370773315";;;;;;
"1680415691-103,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,d2elysa,Kota wisata yang bikin rindu,""Suasana disini benar-benar masih alami, dikeliling dengan perbukitan dan pegunungan. Hawanya sangat dingin apalagi mendekati subuh, saya menggunakan 3 lapis pakaian dengan bahan polar saja masih terasa dinginnya. Tiket wisata dieng tergolong relatif murah, cobain juga buah khas dieng yang terkenal. Ahhh rindu kesana lagi yah"",""suasana benar-benar alami , dikelil perbukitan pegunungan . hawanya dingin mendekati subuh , 3 lapi pakaian bahan polar dinginnya . tiket wisata dieng tergolong relatif murah , cobain buah kha dieng terken . ahhh rindu kesana yah"",negative,""[{'label': 'negative', 'score': 0.9728425145149231}]"",0.9728425145149231";;;;;;
"1680415691-104,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,RirinCen,Hawa yg sejuk!,""Apa yang paling aku suka dari dataran dieng... tidak lain adalah hawanya. Ga mau kluar dari selimut, enak buat tidur. Tapi sangat rugi kalau hanya untuk idur saja, dieng banyak kawasan yang bisa kamu eksplor. Kawasan Dieng terkenal dengan hasil pertanian dan agrowisata nya yang menarik. ";;;;;;
"Jika ke Dieng jangan lupa mencari """"Carica"""", makanan khas dieng. DIbuat dari buah."",""suka dataran dieng ... hawanya . ga kluar selimut , enak tidur . rugi idur , dieng kawasan eksplor . kawasan dieng terken hasil pertanian agrowisata nya menarik . dieng lupa mencari `` carica '' , makanan kha dieng . buah ."",negative,""[{'label': 'negative', 'score': 0.9587731957435608}]"",0.9587731957435608";;;;;;
"1680415691-105,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,shenindie,Negeri di Atas Awan,""udara Dieng yang sejuk membuat siapa saja betah untuk berlama-lama di sana sambil menikmati pemandangan yang indah. Gugusan lahan pertanian yang hijau nampak mempesona. Ada wisata candi, kawah, danau, bahkan waterpark air panas. Kebudayaan yang unik terutama tentang anak rambut gimbal membuat siapa saja penasaran untuk berkunjung ke Dieng."",""udara dieng sejuk betah berlama-lama menikmati pemandangan indah . gugusan lahan pertanian hijau nampak mempesona . wisata candi , kawah , danau , waterpark air pana . kebudayaan unik anak rambut gimbal penasaran berkunjung dieng ."",positive,""[{'label': 'positive', 'score': 0.9615366458892822}]"",0.9615366458892822";;;;;;
"1680415691-106,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Giita N,Dinginnya membekukan hati :D,""Paling seneng kalo sudah kesini. Udaranya dingin. Pengalaman kemarin nih, pukul 8am sinar matahari baru mengintip sedikit, dan pukul 10am, sinar matahari sudah hilang lagi ditelan kabut sampai sore... Jadi, sahabat kebayang kan gimana dinginnya disana? Tapi suatu pengalaman mendebarkan bisa disana. Cottage nya murah lho... :D makanya selalu susah mencarinya, karena selain murah memang daerah ini mulai ramai dikunjugi wisatawan... Jangan lupa kesini kalau kalian sedang di wonosobo ya..."",""seneng kalo kesini . udaranya dingin . pengalaman kemarin nih , 8am sinar matahari mengintip , 10am , sinar matahari hilang ditelan kabut sore ... , sahabat kebayang gimana dinginnya disana ? pengalaman mendebarkan disana . cottag nya murah lho ... : d susah mencarinya , murah daerah ramai dikunjugi wisatawan ... lupa kesini wonosobo ya ..."",negative,""[{'label': 'negative', 'score': 0.922308087348938}]"",0.922308087348938";;;;;;
"1680415691-107,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,FahmieAhmad,Wisata sejarah dan alam,""Dieng mempunyai banyak potensi pariwisata yang harus terus di kembangkan, kamu bisa menikmati alam di batu pandang dengan view telaga warna, atau telaga warna yg penuh sejarah, kawah Sikidang yg selalu mengepul, dan kompleks candi Arjuna yg menakjubkan. Selain wisata Alam, wisata ke Dataran tinggi Dieng pun juga bs belajar sejarah, buktinya di Dieng ada pula museum dan pemutaran film dokumenter mengenai sejarah Dieng. Dari Wonosobo ke Dieng hanya berjarak sejam saja."",""dieng potensi pariwisata kembangkan , menikmati alam batu pandang view telaga warna , telaga warna yg penuh sejarah , kawah sikidang yg mengepul , komplek candi arjuna yg menakjubkan . wisata alam , wisata dataran dieng bs belajar sejarah , buktinya dieng museum pemutaran film dokument sejarah dieng . wonosobo dieng berjarak sejam ."",positive,""[{'label': 'positive', 'score': 0.7637261748313904}]"",0.7637261748313904";;;;;;
"1680415691-108,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,beto mamazteng n,dieng wonosobo,dieng pokoknya keren gan..bener kata orang kalau dieng itu negeri atas awan..tempatnya juga bersih..indah keren bro,dieng pokoknya keren gan .. bener orang dieng negeri awan .. tempatnya bersih .. indah keren bro,positive,""[{'label': 'positive', 'score': 0.6027194261550903}]"",0.6027194261550903";;;;;;
"1680415691-109,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Handoko_febri,Dataran Yang mempesona,""Bagi sebagian orang yang setiap hari hidup di perkotaan pasti akan merasakan sensasi yang menenangkan ketika masuk ke Daerah ini. Udara sejuk, dengan pemandangan masih hijau, namun jika liburan pasti macet dimana-mana. Perlu penataan yang serius agar tidak merusak tatanan daerah.";;;;;;
"Beberapa kali ke Dieng baik memang sengaja kesana atau hanya sekedar mampir, tetap saja masih ingin kesana lagi."",""orang hidup perkotaan merasakan sensasi menenangkan masuk daerah . udara sejuk , pemandangan hijau , liburan macet dimana-mana . penataan seriu merusak tatanan daerah . kali dieng sengaja kesana sekedar mampir , kesana ."",negative,""[{'label': 'negative', 'score': 0.9500128626823425}]"",0.9500128626823425";;;;;;
"1680415691-110,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Muchammad A,Dieng negeri atas awan,Dieng memang terkenal menjadi julukan megeri atas awan dan memang benar awan yang menutupi sampai ke perkampungan menjadikan dieng layak disebut negeri atas awan .,dieng terken julukan megeri awan awan menutupi perkampungan menjadikan dieng layak negeri awan .,negative,""[{'label': 'negative', 'score': 0.9638722538948059}]"",0.9638722538948059";;;;;;
"1680415691-111,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,986Arina,Liburan yang sejuk dan nyaman di Dieng,""Saya mengunjungi Dieng di tahun lalu, dekat dengan pegunungan dan alam pedesaan. Suhunya sangat dingin di malam hari tapi pemandian air panas boleh di coba. tracking di pagi buta untuk mendapat sunrise adalah tujuan bagi para wisatawan yang datang ke sana. Beberapa candi kecil di sekitar pegunungan, membuat kita seperti menyusuri sejarah kerajaan di pulau jawa dahulu"",""mengunjungi dieng , pegunungan alam pedesaan . suhunya dingin malam pemandian air pana coba . track pagi buta sunris tujuan wisatawan . candi pegunungan , menyusuri sejarah kerajaan pulau jawa"",negative,""[{'label': 'negative', 'score': 0.9319686889648438}]"",0.9319686889648438";;;;;;
"1680415691-112,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,dydy2016,Negeri di atas awan adalah dieng,Sudah lama mendengar twntang dieng tapi baru berkesempatan melihat secara langsung yang disebut tempat para dewa. Keindahan nya luar niasa dan memukau. Saya kesana habis hujan dan makin menamah suasana dingin dan kabut. Sejarah candi membuat terpesona dan kawah nya yang memukau. Dan telaga warna nya akan berubah kalau sdg ada matahari,mendengar twntang dieng berkesempatan langsung dewa . keindahan nya niasa memukau . kesana habi hujan menamah suasana dingin kabut . sejarah candi terpesona kawah nya memukau . telaga warna nya berubah sdg matahari,positive,""[{'label': 'positive', 'score': 0.9475674629211426}]"",0.9475674629211426";;;;;;
"1680415691-113,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,shafarul i,Dieng Plateau,""yang pengen ngadem tempat ini sangat recommended banget, udaranya segar viewnya indah sekali, banyak penginapan murah disini."",""pengen ngadem recommend banget , udaranya segar viewnya indah , penginapan murah ."",negative,""[{'label': 'negative', 'score': 0.9277338981628418}]"",0.9277338981628418";;;;;;
"1680415691-114,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Trindo R,Dieng plateau,Dieng plateau memiliki banyak sekali keindahan wisata. Kita dapat berkeliling diantara tempat tempat wisata,dieng plateau memiliki keindahan wisata . berkelil wisata,negative,""[{'label': 'negative', 'score': 0.9487844109535217}]"",0.9487844109535217";;;;;;
"1680415691-115,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,ijadigweed,the most highest place in central java,""saya berkunjung ke tempat ini tanpa rencana, dengan membawa mobil dari jakarta dengan jarak tempuh kurang lebih 8 sampai dengan 9 jam (apabila nonstop). ditempat ini banyak perumahan penduduk yang menjadi guest house. jangan khawatir kehabisan tempat bermalam, saya merekomendasikan untuk menginap, dikarenakan anda akan bisa melihat Sunrise di desa cikunir yang tidak kalah dengan pemandangan sunrise di bromo, jawa timur.";;;;;;
ada kawah telaga warna yang sangat indah untuk dilihat, ada komplek candi bima yang sangat dingin lokasinya dan bagus terawat, ada kawah sikidang yang memancarkan kawah dan sulfur murni dan sangat keren untuk foto2 bersama, dan juga ada tempat menonton film atau theater yang menceritakan suasana dieng. yang saya sangat sukai adalah semua makanan, biaya masuk ke kawasan wisata amat murah dan juga penginapannya (skitaran 200 - 300 ribu/malam). tempat ini amat dingin, usahakan bawa jaket dan payung, juga masker untuk masuk ke kawah sikidang. foto juga jangan lupa. mobil pribadi amat disarankan, karena lokasi wisata amat berjauhan dan tidak ada transportasi didalam area kawasan wisata dieng;;;;;;
;;;;;;
"jangan lupa beli carica! enjoy"",""berkunjung rencana , membawa mobil jakarta jarak tempuh 8 9 jam ( nonstop ) . ditempat perumahan penduduk guest hous . khawatir kehabisan bermalam , merekomendasikan menginap , sunris desa cikunir kalah pemandangan sunris bromo , jawa timur . kawah telaga warna indah , komplek candi bima dingin lokasinya bagu terawat , kawah sikidang memancarkan kawah sulfur murni keren foto2 , menonton film theater menceritakan suasana dieng . sukai makanan , biaya masuk kawasan wisata murah penginapannya ( skitaran 200 - 300 ribu/malam ) . dingin , usahakan bawa jaket payung , masker masuk kawah sikidang . foto lupa . mobil pribadi disarankan , lokasi wisata berjauhan transportasi didalam area kawasan wisata dieng lupa beli carica ! enjoy"",positive,""[{'label': 'positive', 'score': 0.7994050979614258}]"",0.7994050979614258";;;;;;
"1680415691-116,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,bebe_shafa,Negeri diatas awan,Salah satu kota impian yg ingin sekali saya datangi.. dan baru sempat berkunjung awal januari 2016. Perjalanan yg menanjak dengan jalan yg sempit dan membuat jantung berdebar.. setimpal dengan pemandangan di lokasi wisata seputar kawasan dieng.. worth it banget pokoknya..,salah kota impian yg datangi .. berkunjung januari 2016. perjalanan yg menanjak jalan yg sempit jantung berdebar .. setimp pemandangan lokasi wisata seputar kawasan dieng .. worth it banget pokoknya ..,negative,""[{'label': 'negative', 'score': 0.6301132440567017}]"",0.6301132440567017";;;;;;
"1680415691-117,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,ashanti2016,Kawasan candi,""Kalau terbiasa ke candi-candi di jogja, mungkin candi dieng tak terlalu menarik. Yang menarik kentang gorengnya juga udara yang sejuk. Trus wisatanya bisa sepaket. Ke candi, telaga warna dan dieng plateu"",""terbiasa candi-candi jogja , candi dieng menarik . menarik kentang gorengnya udara sejuk . tru wisatanya sepaket . candi , telaga warna dieng plateu"",negative,""[{'label': 'negative', 'score': 0.9720475673675537}]"",0.9720475673675537";;;;;;
"1680415691-118,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,FajriOfeser,Dataran tinggi yang bener-bener tinggi....,""Menuju dataran tinggi dieng seolah-olah seperti perjalanan ke puncak gunung.  Dengan jalan sempit yang menanjak dan berkelok-kelok, dengan pemandangan yang mengagumkan, yang bisa dinikmati siapa aja """" kecuali pengemudi """" yang memang harus berkonsentrasi penuh terhadap jalan.  ";;;;;;
"Sampai dilokasi, ada banyak tempat yang bisa kita kunjungi, ada candi, kawah, dan danau."",""dataran dieng perjalanan puncak gunung . jalan sempit menanjak berkelok-kelok , pemandangan mengagumkan , dinikmati aja `` kecuali pengemudi `` berkonsentrasi penuh jalan . dilokasi , kunjungi , candi , kawah , danau ."",positive,""[{'label': 'positive', 'score': 0.8002200722694397}]"",0.8002200722694397";;;;;;
"1680415691-119,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,MAliRouf,Kawasan Candi Yang Exotik,""Kawasan Candi ini sangat exotik terutama pemandangan disekitarnya, karena lokasinya yang diperbukitan menyebabkan pandangan kita luas. hawanya sangat Dingin. harus siapkan jaket tebal dan kendaraan yang sehat. disamping itu kawasan pertaniannya sangat apik tertata. jangan luapa bawa kamera karena banyak lokasi yang harus diabadikan....."",""kawasan candi exotik pemandangan disekitarnya , lokasinya diperbukitan menyebabkan pandangan lua . hawanya dingin . siapkan jaket tebal kendaraan sehat . disamp kawasan pertaniannya apik tertata . luapa bawa kamera lokasi diabadikan ....."",positive,""[{'label': 'positive', 'score': 0.8390623331069946}]"",0.8390623331069946";;;;;;
"1680415691-120,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Bambang A,Amazing panorama,Golden Sun rise di si kunir jadi incaran wisatawan lokal dan mancanegara. sayapun mencoba tracking bukit si kunir untuk memotret sun rise yang diapit kabut dan gunung sindoro. sayangnya masuk kawasan sini terlalu banyak retribusi.,golden sun rise si kunir incaran wisatawan lokal mancanegara . sayapun mencoba track bukit si kunir memotret sun rise diapit kabut gunung sindoro . sayangnya masuk kawasan retribusi .,negative,""[{'label': 'negative', 'score': 0.9814512133598328}]"",0.9814512133598328";;;;;;
